Dist Code,Year,Dist Name,State Name,RICE AREA (1000 ha),RICE YIELD (kg per ha),nitrogen,phosphate,potash,prec_grow,prec_harvest,et_grow,et_harvest,maxT_grow,maxT_harvest,minT_grow,minT_harvest,runoff_grow,runoff_harvest,windspeed_grow,windspeed_harvest
1,1990,Durg,Chhattisgarh,397.9,1210.0,2590.1574209445585,1283.4113347022587,421.69229568788495,298.092,6.375,119.67,53.085,31.112000000000002,28.905,23.31,15.02,138.024,0.315,1.6064,0.9355
1,1991,Durg,Chhattisgarh,393.2,1293.0,2692.9759342915813,2142.8511868583164,765.8922381930186,227.65399999999994,3.93,117.38600000000001,43.89,31.796,27.9,23.908,13.965,78.862,0.20500000000000002,1.7214000000000003,0.819
1,1992,Durg,Chhattisgarh,398.4,1291.0,3828.3703983572896,2318.049905544148,904.5234332648871,205.52800000000002,0.72,100.52799999999999,41.835,32.14,28.45,24.105999999999998,14.22,72.598,0.04,1.5901999999999998,0.654
1,1993,Durg,Chhattisgarh,410.2,1387.0,3235.5430472279254,1864.34636550308,439.88264476386036,242.88599999999997,0.5,118.75,47.15,32.224000000000004,27.97,24.338,13.855,86.95400000000001,0.0,1.9704000000000004,0.9485
1,1994,Durg,Chhattisgarh,430.1,1399.0,3967.2353347022586,1871.9153100616018,491.8507022587269,318.698,0.265,122.36799999999998,48.584999999999994,31.282,28.11,23.310000000000002,13.975,157.29399999999998,0.0,2.0116,0.9465
1,1995,Durg,Chhattisgarh,424.0,1507.0,3914.5212320328537,1847.1425051334704,486.6510061601643,238.442,1.105,113.35200000000002,49.150000000000006,32.528000000000006,29.005,24.528,15.105,91.396,0.045,2.2044,1.3375
1,1996,Durg,Chhattisgarh,407.1,1486.0,3821.5906447638604,1802.5083942505137,474.07505544147847,180.24200000000002,1.1,108.61200000000001,45.760000000000005,32.142,28.78,23.898,14.045000000000002,36.2,0.08499999999999999,1.9369999999999998,0.827
1,1997,Durg,Chhattisgarh,432.8,1265.0,5658.25123613963,2193.682792607803,872.0342340862423,177.788,23.06,100.446,58.315,32.28,29.42,24.038,15.77,42.374,1.16,1.7461999999999995,0.8895
1,1998,Durg,Chhattisgarh,411.9,859.0,5466.107531827515,2320.6801232032853,583.1895030800821,210.04199999999997,3.995,112.33,48.925,32.86,28.715,24.676,14.754999999999999,60.78000000000001,0.185,1.6168,0.8234999999999999
1,1999,Durg,Chhattisgarh,457.94,1314.0,6196.012829568788,2545.5445897330596,1103.0053798767967,238.4,0.08,115.89200000000001,46.365,31.782000000000004,28.924999999999997,23.688,14.325,84.876,0.0,1.9908000000000001,0.6890000000000001
1,2000,Durg,Chhattisgarh,435.3,515.0,6496.892722792609,2930.257256673511,1161.5269897330597,203.36399999999998,0.0,116.398,40.415,31.96,29.165,24.05,14.855,57.174,0.0,1.65,0.6585
1,2001,Durg,Chhattisgarh,436.81,1385.0,6067.479257494865,2618.384444353183,830.710368788501,233.81600000000003,1.075,119.95599999999999,48.64,31.474,29.244999999999997,23.532,15.169999999999998,73.86800000000001,0.04,1.6059999999999999,0.698
1,2002,Durg,Chhattisgarh,432.9,539.0,4970.474242299794,2486.1438110882955,1109.7884845995893,190.312,0.185,118.15,42.49,32.114000000000004,29.41,24.172000000000004,15.33,40.358,0.0,1.6308,0.663
1,2003,Durg,Chhattisgarh,442.75,1618.0,5031.640102669404,2156.947084188912,919.9017659137577,251.946,12.065000000000001,113.902,51.625,32.188,28.59,24.250000000000004,14.52,99.38,0.6,1.7474,0.603
1,2004,Durg,Chhattisgarh,449.64,1409.0,7049.948954414784,3296.1289527720737,1376.8401511293634,220.36000000000004,0.355,117.974,42.065,31.660000000000004,28.41,23.718,14.335,69.52199999999999,0.0,1.5821999999999998,0.5509999999999999
1,2005,Durg,Chhattisgarh,449.64,1409.0,7166.726094455851,3282.9444369609855,1621.6954447638602,238.256,0.8400000000000001,121.152,46.12,32.62,27.585,24.688,13.504999999999999,77.50200000000001,0.04,1.6425999999999998,0.623
1,2006,Durg,Chhattisgarh,453.54,1645.0,9717.67655852156,4192.944704722793,2004.3301601642713,257.19,1.55,105.702,41.14,32.166000000000004,29.615000000000002,24.22,15.535,122.79400000000001,0.085,1.7558,0.6315
1,2007,Durg,Chhattisgarh,465.33,1571.0,9241.281809445583,4379.911458726899,2144.148911704312,221.82599999999996,1.7600000000000002,117.80800000000002,41.645,32.0,28.735,24.056,14.655000000000001,71.36800000000001,0.075,1.5284,0.5075000000000001
1,2008,Durg,Chhattisgarh,464.62,906.0,8824.307275564683,5685.002547843942,3246.3485963039016,242.02200000000002,0.04,118.53999999999999,41.730000000000004,31.962,29.715000000000003,24.022,15.635,91.518,0.0,1.5392,0.5585
1,2009,Durg,Chhattisgarh,451.26,788.0,12267.971039014374,6264.415411909651,3236.1735622176593,213.664,2.705,106.506,45.64,32.944,29.14,25.006,15.065,71.22999999999999,0.14500000000000002,1.5612,0.6025
1,2010,Durg,Chhattisgarh,454.8,1775.0,12362.304492813142,6885.092993839836,3425.400443531828,297.004,8.14,111.05199999999999,48.625,32.548,29.509999999999998,24.607999999999997,15.43,151.34600000000003,0.41500000000000004,1.3288000000000002,0.6405000000000001
1,2011,Durg,Chhattisgarh,129.5,1922.0,13448.226652977413,8020.331211498974,2451.395112936345,230.046,0.0,116.29400000000001,38.945,32.062,29.015,24.124000000000002,14.935,84.076,0.0,1.4482,0.491
1,2012,Durg,Chhattisgarh,129.78,2282.0,4880.228998767967,2992.7214702258725,927.988292402464,292.63,0.87,104.578,40.4,32.182,28.83,24.252000000000002,14.75,156.662,0.04,1.5521999999999996,0.5235
1,2013,Durg,Chhattisgarh,130.67,1942.0,5277.694220944558,2221.7549100616015,811.7424320328541,309.164,0.1,120.74000000000001,47.709999999999994,31.304000000000002,28.42,23.412000000000003,14.33,144.73,0.0,1.401,0.477
1,2014,Durg,Chhattisgarh,130.47,1855.0,5627.04518439425,3368.247811909651,1494.7521930184807,233.12199999999999,0.7050000000000001,104.73600000000002,40.82,32.704,28.4,24.81,14.305,97.692,0.035,1.4056000000000002,0.55
1,2015,Durg,Chhattisgarh,129.5,1342.0,7127.977823408624,2879.9417248459963,1358.8724845995894,257.2699999999999,0.195,114.77000000000001,40.835,32.366,30.32,24.81,16.22,112.25399999999999,0.0,1.34,0.533
2,1990,Bastar,Chhattisgarh,579.0,970.0,482.65059548254624,315.2993839835729,58.209117043121154,327.39599999999996,15.515,119.26200000000001,61.09,28.721999999999998,28.060000000000002,21.256,13.885,169.856,0.775,1.8123999999999998,1.1
2,1991,Bastar,Chhattisgarh,582.3,1072.0,824.4507104722792,341.4884599589322,90.25052156057494,272.092,27.485,118.35999999999999,62.16,29.254,26.705,21.735999999999997,12.495000000000001,120.482,1.38,1.8388000000000002,1.0335
2,1992,Bastar,Chhattisgarh,584.4,913.0,905.7600000000001,472.4639999999999,161.568,253.59,15.545,111.16799999999998,53.61,29.524,27.415,21.918,13.04,113.24399999999999,0.775,1.7456,0.976
2,1993,Bastar,Chhattisgarh,605.3,997.0,938.1528542094456,365.11894866529775,68.45980287474333,239.748,0.735,118.95600000000002,53.295,29.726,26.95,22.204,12.64,82.864,0.03,1.9008000000000003,1.1275
2,1994,Bastar,Chhattisgarh,609.9,990.0,1047.475071868583,487.9700944558521,125.186045174538,294.37399999999997,8.315,111.96200000000002,54.935,28.898000000000003,26.92,21.326,12.594999999999999,147.078,0.415,2.0288,1.1345
2,1995,Bastar,Chhattisgarh,619.0,952.0,1060.5109650924026,492.6579055441478,124.46094455852156,279.188,2.75,119.85799999999999,56.73,29.848000000000003,27.994999999999997,22.268,13.805,121.95599999999999,0.135,2.1754,1.3325
2,1996,Bastar,Chhattisgarh,644.1,1041.0,1106.2119917864477,515.3329034907597,132.2058234086242,216.714,4.41,120.19000000000001,51.02,29.589999999999996,27.740000000000002,21.862000000000002,13.075,63.82800000000001,0.22,2.0734000000000004,1.0255
2,1997,Bastar,Chhattisgarh,622.8,731.0,2201.8729527720734,667.8666776180698,266.1031293634497,185.776,47.635000000000005,97.128,69.735,29.898000000000003,29.045,22.17,15.0,61.738,2.38,1.8050000000000002,0.9165
2,1998,Bastar,Chhattisgarh,257.7,655.0,442.5878439425051,307.6525256673511,125.2199753593429,249.3,35.415,119.152,68.345,30.278,27.65,22.588,13.43,92.55199999999999,1.77,1.6593999999999998,0.895
2,1999,Bastar,Chhattisgarh,258.76,1131.0,575.5630028747432,304.58230472279257,110.56012484599589,256.41200000000003,0.165,118.522,47.864999999999995,29.330000000000002,27.619999999999997,21.686,13.030000000000001,105.71200000000002,0.0,1.9154000000000004,0.853
2,2000,Bastar,Chhattisgarh,258.34,826.0,1239.0771498973304,324.6490349075975,115.79148911704311,248.75,0.165,113.742,41.955,29.386000000000003,27.835,21.851999999999997,13.415,108.274,0.0,1.6974,0.8155
2,2001,Bastar,Chhattisgarh,260.22,1483.0,792.4580648870638,343.3621601642711,122.08432361396306,267.278,19.68,117.402,58.665,29.062,27.759999999999998,21.506,13.47,114.99599999999998,0.985,1.7928000000000002,0.8295
2,2002,Bastar,Chhattisgarh,258.96,497.0,534.7869634496919,320.00436960985627,130.17126899383982,204.64400000000003,0.51,113.41799999999998,40.58,29.660000000000004,27.755,22.105999999999998,13.469999999999999,66.47999999999999,0.025,1.7445999999999997,0.8055
2,2003,Bastar,Chhattisgarh,260.21,1688.0,577.6982587268993,340.0789749486653,136.24958932238192,301.962,26.52,102.492,63.085,29.692,27.025,22.142000000000003,12.735,161.09200000000004,1.315,1.8041999999999998,0.813
2,2004,Bastar,Chhattisgarh,260.83,1255.0,862.05653963039,362.741154825462,210.87061108829568,267.71799999999996,1.4,119.816,50.31,29.163999999999998,27.005000000000003,21.612000000000002,12.719999999999999,111.73600000000002,0.055,1.6439999999999997,0.6635
2,2005,Bastar,Chhattisgarh,260.83,1255.0,1275.0570110882954,658.8340854209445,277.51883531827514,287.86,1.22,116.356,50.17,29.821999999999996,26.46,22.274,12.175,134.07199999999997,0.055,1.7538,0.702
2,2006,Bastar,Chhattisgarh,260.73,1342.0,1897.1078858316225,945.8235055441478,337.48205913757704,269.934,31.22,104.11599999999999,59.12,29.538,28.03,21.987999999999996,13.74,139.39399999999998,1.56,1.7746000000000002,0.6950000000000001
2,2007,Bastar,Chhattisgarh,239.54,1441.0,1538.2304574948666,351.1941683778234,108.3684862422998,240.666,4.24,118.39000000000001,50.695,29.401999999999997,27.82,21.852,13.535,87.37200000000001,0.21500000000000002,1.6414000000000002,0.6705
2,2008,Bastar,Chhattisgarh,240.34,1166.0,1258.453798767967,715.8085207392197,326.19122464065714,267.666,2.31,112.15,42.015,29.134000000000004,28.439999999999998,21.580000000000002,14.15,130.31,0.115,1.6252,0.7424999999999999
2,2009,Bastar,Chhattisgarh,240.07,1159.0,2196.300359753593,1410.9017420944556,354.98810759753593,230.744,5.71,101.722,48.29,30.044,28.215,22.491999999999997,13.925,97.96799999999999,0.275,1.639,0.6815
2,2010,Bastar,Chhattisgarh,240.89,1767.0,2352.1350381930183,1282.5240813141684,622.5943022587269,374.658,37.51,120.074,68.55,29.682000000000006,28.195,22.130000000000003,13.905,216.73200000000003,1.875,1.5268000000000002,0.753
2,2011,Bastar,Chhattisgarh,136.93,1061.0,1989.2020731006157,1387.5085971252568,503.0363950718686,214.85600000000005,0.3,98.88199999999999,38.935,29.412,28.025,21.86,13.739999999999998,92.632,0.0,1.5756000000000001,0.6685000000000001
2,2012,Bastar,Chhattisgarh,137.61,1778.0,1986.3989371663245,1039.8907958932239,322.2278020533881,339.05,10.875,107.704,50.295,29.394,28.025,21.844,13.735,200.96200000000002,0.545,1.623,0.694
2,2013,Bastar,Chhattisgarh,137.73,1665.0,1766.5866332648868,762.7131055441478,312.123895687885,276.462,2.91,119.016,51.82,29.006,27.369999999999997,21.46,13.08,119.50399999999999,0.145,1.6181999999999999,0.6759999999999999
2,2014,Bastar,Chhattisgarh,132.39,1824.0,1526.1766965092402,768.6340484599589,292.81297084188907,285.652,1.575,110.354,47.945,30.056,27.375,22.509999999999998,13.09,142.266,0.075,1.6138,0.7335
2,2015,Bastar,Chhattisgarh,130.04,824.0,1611.2997388090348,1092.7205125256673,390.0238718685831,307.034,1.45,113.624,42.245000000000005,29.826,29.22,22.509999999999998,14.925,167.99200000000002,0.065,1.6092,0.7615000000000001
3,1990,Raipur,Chhattisgarh,847.3,1363.0,9277.778414784394,4181.034036960986,2488.034685831622,313.10800000000006,5.444999999999999,118.73400000000001,52.325,31.127999999999997,28.63,23.474,15.455,151.698,0.265,1.5998,0.9205
3,1991,Raipur,Chhattisgarh,854.1,1427.0,8350.46730184805,4769.140065708419,1939.1402217659138,253.07799999999997,5.65,117.21399999999998,45.845,31.847999999999995,27.65,23.98,14.335,100.686,0.29000000000000004,1.6996000000000002,0.8069999999999999
3,1992,Raipur,Chhattisgarh,858.6,1610.0,10890.503556468175,4578.471277207393,2380.948928131417,215.888,0.98,102.32399999999998,43.09,32.284000000000006,28.435,24.048,14.395,77.814,0.05,1.5544,0.6639999999999999
3,1993,Raipur,Chhattisgarh,876.1,1598.0,13784.165223819306,5589.266143737166,1449.6126899383985,247.22599999999997,0.55,118.71600000000001,47.295,32.282,27.85,24.413999999999998,14.094999999999999,88.69800000000001,0.01,1.8954,0.942
3,1994,Raipur,Chhattisgarh,899.7,1449.0,15139.124427104722,6542.574061601643,1876.844402464066,320.29,0.36,121.73599999999999,48.115,31.444,28.005000000000003,23.360000000000003,14.205,157.484,0.005,1.941,0.9245000000000001
3,1995,Raipur,Chhattisgarh,908.4,1447.0,15224.634776180696,6579.20358110883,1887.382866529774,239.87800000000001,1.145,112.78799999999998,50.275000000000006,32.656,28.71,24.5,15.485,89.34599999999999,0.06,2.1328000000000005,1.321
3,1996,Raipur,Chhattisgarh,860.4,1684.0,14949.971186858316,6458.618217659137,1852.5277700205336,189.72,1.125,114.20800000000001,46.005,32.454,29.125,23.686,13.83,37.652,0.06,1.8857999999999997,0.807
3,1997,Raipur,Chhattisgarh,918.6,1106.0,17561.972106776182,7295.683416837783,2531.9407638603693,194.05800000000002,21.919999999999998,100.708,56.995,32.648,28.98,23.886000000000003,16.380000000000003,56.40400000000001,1.1,1.6885999999999999,0.8494999999999999
3,1998,Raipur,Chhattisgarh,513.7,691.0,11036.807581108831,4964.303975359344,839.2191375770021,219.808,4.89,114.28800000000001,49.975,33.128,28.53,24.514,15.165,64.51,0.245,1.5272000000000001,0.778
3,1999,Raipur,Chhattisgarh,537.61,1421.0,10955.983995893224,4675.153705133471,1364.712497741273,246.14600000000002,0.15,118.422,46.175,32.022000000000006,29.21,23.619999999999997,14.25,88.462,0.0,1.8805999999999998,0.6855
3,2000,Raipur,Chhattisgarh,513.07,406.0,9778.882422997947,5020.5427121149905,1564.6211876796717,209.86399999999998,0.0,115.45,41.5,32.102000000000004,29.185000000000002,24.077999999999996,14.95,61.33,0.0,1.5776,0.6535
3,2001,Raipur,Chhattisgarh,517.58,1192.0,9502.7688,4360.042905954826,1374.5734472279262,251.4,1.515,118.54,48.275000000000006,31.612000000000002,29.14,23.606,15.469999999999999,90.942,0.07,1.5446,0.6819999999999999
3,2002,Raipur,Chhattisgarh,516.33,748.0,8363.782637371663,4663.127842299795,1373.4165954825464,200.76000000000002,0.20500000000000002,117.41799999999998,43.230000000000004,32.25600000000001,29.195,24.247999999999998,15.530000000000001,48.18599999999999,0.0,1.5538,0.643
3,2003,Raipur,Chhattisgarh,520.85,1366.0,8037.731531827516,4291.590098562629,1439.9844763860372,266.62,12.495000000000001,114.04400000000001,53.495000000000005,32.263999999999996,28.67,24.252,15.15,108.896,0.62,1.652,0.618
3,2004,Raipur,Chhattisgarh,521.74,1201.0,10477.396267761807,5946.807518685832,2351.6225248459964,231.336,0.34,117.378,43.120000000000005,31.752,28.205,23.741999999999997,14.54,77.42999999999998,0.0,1.4968,0.55
3,2005,Raipur,Chhattisgarh,521.74,1201.0,14726.052576591375,11161.464901848049,3501.2075137576994,242.63599999999997,1.125,119.95,46.23,32.754000000000005,27.375,24.726,13.71,80.306,0.05,1.565,0.611
3,2006,Raipur,Chhattisgarh,518.56,1552.0,19373.870114168374,9516.417195893224,5089.469411088296,269.022,2.08,107.91599999999998,42.3,32.274,29.445,24.264000000000003,15.780000000000001,129.316,0.115,1.6646,0.604
3,2007,Raipur,Chhattisgarh,539.88,1492.0,21264.975247638606,12277.73589486653,7646.164129774128,232.73600000000005,1.8,117.306,42.72,32.116,28.57,24.106,14.905,79.31000000000002,0.075,1.4769999999999999,0.5155000000000001
3,2008,Raipur,Chhattisgarh,529.15,1307.0,19448.12050102669,10169.589338809035,3754.8570924024634,257.926,0.055,117.24000000000001,42.22,32.04600000000001,29.54,24.04,15.879999999999999,106.056,0.0,1.4742000000000002,0.5505
3,2009,Raipur,Chhattisgarh,521.92,1444.0,24252.368505954822,12588.581795482545,4696.122559342916,223.82799999999997,2.46,103.97,45.55,32.996,28.945,24.984,15.280000000000001,81.332,0.12000000000000001,1.5058,0.5905
3,2010,Raipur,Chhattisgarh,483.1,1396.0,24923.436517453796,12328.15648459959,4996.424550308009,300.514,10.505,112.50399999999999,50.35,32.672000000000004,29.345,24.662,15.68,149.868,0.525,1.2844000000000002,0.6185
3,2011,Raipur,Chhattisgarh,169.1,1301.0,34038.10080492813,17098.73921149897,7516.956813141684,244.86400000000003,0.0,115.756,40.315,32.136,28.815,24.126,15.149999999999999,95.944,0.0,1.3944,0.5045
3,2012,Raipur,Chhattisgarh,183.69,2042.0,18641.736273511295,9013.468390965092,1523.533158110883,307.846,1.39,106.26999999999998,41.510000000000005,32.495999999999995,28.645,24.43,14.98,167.052,0.07,1.5062,0.533
3,2013,Raipur,Chhattisgarh,185.68,1696.0,17843.443850513348,10399.147564681723,3095.6325585215604,309.798,0.14,120.36599999999999,47.945,31.536,28.42,23.656,14.48,142.67600000000002,0.0,1.3418,0.48550000000000004
3,2014,Raipur,Chhattisgarh,186.04,2023.0,13179.608417248459,5293.040466529774,3295.681409445585,246.67800000000003,0.565,106.34399999999998,42.155,32.682,28.5,24.716,14.915000000000001,106.446,0.025,1.3644000000000003,0.5575
3,2015,Raipur,Chhattisgarh,165.75,1597.0,11659.58334702259,4217.946098562628,1199.7713347022589,261.18600000000004,0.7000000000000001,114.678,42.41,32.519999999999996,30.235,24.716,16.41,112.97200000000001,0.03,1.3092000000000001,0.541
5,1990,Raigarh,Chhattisgarh,412.5,964.0,3312.4342915811094,1010.8367556468172,388.7833675564682,605.33,3.9650000000000003,116.33599999999998,57.86,30.115999999999996,29.305,23.56,17.37,447.25,0.19,2.2472000000000003,1.23
5,1991,Raigarh,Chhattisgarh,413.3,1106.0,3374.2592772073917,1372.9028254620123,429.3567474332649,386.106,6.805,111.71199999999999,45.44,30.656,28.9,23.699999999999996,16.25,242.44200000000006,0.345,2.1502,1.066
5,1992,Raigarh,Chhattisgarh,413.9,1055.0,4121.220147843942,1678.3092566735113,407.4407802874743,446.46999999999997,1.38,108.18799999999999,51.55,30.982,29.485,24.016,16.335,300.264,0.065,2.0856000000000003,1.1235
5,1993,Raigarh,Chhattisgarh,417.9,1230.0,3751.4205092402462,1216.6296098562627,316.84886242299797,470.61199999999997,6.3,114.36800000000001,58.575,30.798000000000002,28.994999999999997,24.272,16.505,314.59000000000003,0.315,2.3331999999999997,1.2774999999999999
5,1994,Raigarh,Chhattisgarh,419.9,1337.0,4550.33645174538,1292.809158110883,276.15107186858313,575.6759999999999,0.8,117.33800000000001,55.175,30.374000000000002,29.175,23.488,16.005000000000003,417.00600000000003,0.035,2.4019999999999997,1.2485
5,1995,Raigarh,Chhattisgarh,417.2,1035.0,4535.058234086242,1287.9914907597536,276.12300616016427,405.192,1.365,111.792,58.910000000000004,31.442,29.8,24.354,16.645,252.52999999999997,0.06,2.5248,1.59
5,1996,Raigarh,Chhattisgarh,420.4,1287.0,4587.453141683778,1303.1536755646816,278.24091991786446,483.32399999999996,0.505,120.35,55.485,30.974,29.705,23.576,15.705,321.15400000000005,0.02,2.505,1.1755
5,1997,Raigarh,Chhattisgarh,419.7,816.0,4099.857117043121,1487.3409609856265,392.0532320328542,506.56800000000004,20.925,104.648,56.515,31.224,29.115000000000002,23.812000000000005,18.125,369.47400000000005,1.05,2.184,0.986
5,1998,Raigarh,Chhattisgarh,415.2,1121.0,8725.747712525666,2758.428517453798,572.2086899383984,516.5899999999999,8.495000000000001,115.33400000000002,59.875,31.564,29.405,24.506,17.05,356.71400000000006,0.425,1.9736,1.0385
5,1999,Raigarh,Chhattisgarh,243.12,1218.0,4415.818013963039,2181.4303934291584,599.8424377823408,398.52,0.305,115.474,54.120000000000005,30.724,30.095,23.648000000000003,16.095,243.096,0.0,2.0485999999999995,1.072
5,2000,Raigarh,Chhattisgarh,241.94,483.0,3756.9158587268994,2406.9800821355234,568.5540320328543,447.62199999999996,3.075,111.776,48.885,30.972,29.825,23.942,16.395,301.576,0.15,1.9527999999999999,1.002
5,2001,Raigarh,Chhattisgarh,241.43,1265.0,4910.002065708419,2252.2295778234084,409.58822587268986,386.33000000000004,2.9899999999999998,115.83,55.400000000000006,30.665999999999997,29.77,23.816000000000003,17.095,228.59599999999995,0.145,1.975,1.0075
5,2002,Raigarh,Chhattisgarh,239.37,704.0,4502.122078028748,1673.5059572895277,356.96112689938394,330.198,0.20500000000000002,106.06400000000001,44.45,31.055999999999994,29.6,24.203999999999997,16.93,189.554,0.0,1.9024,0.9295
5,2003,Raigarh,Chhattisgarh,242.59,1329.0,5152.073618069815,1559.8487186858317,353.6334554414785,399.968,2.925,113.49000000000001,51.47,31.097999999999995,29.29,24.246,17.060000000000002,245.358,0.14,1.9196000000000002,1.0015
5,2004,Raigarh,Chhattisgarh,241.53,1037.0,6565.231759342916,1999.2137396303904,596.931227926078,567.6899999999999,2.42,112.53399999999999,49.55,30.65,29.32,23.8,16.66,418.024,0.12,1.9478000000000002,0.9105000000000001
5,2005,Raigarh,Chhattisgarh,241.53,1037.0,7216.797370841889,2940.13923449692,935.8667556468173,634.5699999999999,1.16,111.23600000000002,50.155,31.203999999999997,28.695,24.262,16.02,484.21400000000006,0.055,1.8472000000000002,0.914
5,2006,Raigarh,Chhattisgarh,240.32,1160.0,6901.79301190965,2654.613210677618,1028.8262045174538,701.0420000000001,5.67,112.894,54.480000000000004,30.796000000000003,29.975,23.944,17.325,549.956,0.285,1.9363999999999997,0.9025000000000001
5,2007,Raigarh,Chhattisgarh,241.67,1292.0,7122.784075564681,2897.3007425051337,971.8409199178643,594.8100000000001,2.645,109.228,43.325,31.060000000000002,29.69,24.206,17.025,453.99799999999993,0.13,1.9318000000000002,1.029
5,2008,Raigarh,Chhattisgarh,242.37,1225.0,9217.604823819302,3465.104666119097,1659.9607761806983,492.808,3.9,110.048,47.265,30.564,30.33,23.714,17.645,349.678,0.19,1.8505999999999996,0.9179999999999999
5,2009,Raigarh,Chhattisgarh,240.14,1155.0,9489.898871457905,3991.5114184804925,1322.7917125256674,511.3,35.2,104.49000000000001,66.83500000000001,31.387999999999998,29.810000000000002,24.518,17.150000000000002,365.796,6.8950000000000005,1.8093999999999997,0.891
5,2010,Raigarh,Chhattisgarh,256.3,1374.0,8277.595318275155,4609.042373716633,1566.4087638603696,661.608,20.28,111.846,62.805,31.360000000000003,29.825,24.509999999999998,17.165,509.36400000000003,1.06,1.6538,0.911
5,2011,Raigarh,Chhattisgarh,241.16,1389.0,9472.626145379876,4181.209301026694,569.751641889117,730.0179999999999,0.17,113.93199999999999,52.535,30.738,29.785,23.887999999999998,17.105,576.714,0.005,1.8378,0.9225
5,2012,Raigarh,Chhattisgarh,240.22,1511.0,7575.1280624229985,3407.1976114989734,530.2992147843942,431.434,1.815,112.106,51.97,31.258,29.445,24.255999999999997,16.77,280.496,0.09,1.866,0.8705
5,2013,Raigarh,Chhattisgarh,237.93,1275.0,8092.94222587269,3424.5504295687883,676.7374102669405,531.142,2.575,114.78599999999999,53.25,30.492,28.98,23.576,16.1,373.18199999999996,0.125,1.7605999999999997,0.907
5,2014,Raigarh,Chhattisgarh,228.2,1610.0,8494.213158110882,3533.9979794661194,1150.9152197125256,488.62199999999996,10.65,107.126,54.715,31.371999999999996,28.990000000000002,24.249999999999996,16.585,344.884,0.53,1.8269999999999995,0.906
5,2015,Raigarh,Chhattisgarh,228.82,1103.0,9055.972021355235,4037.2305412731,1052.4404402464068,341.624,10.764999999999999,115.78399999999999,58.635,31.562,30.545,24.249999999999996,17.689999999999998,187.62,0.545,1.7864,1.0114999999999998
6,1990,Surguja,Chhattisgarh,351.2,1189.0,812.0724763860368,744.3997700205339,66.20156057494866,375.818,0.595,109.13999999999999,42.325,29.262,25.33,21.784,11.585,232.30199999999996,0.01,1.5117999999999998,0.9235
6,1991,Surguja,Chhattisgarh,351.9,855.0,992.0545133470225,754.7279507186857,144.45964681724843,319.30600000000004,11.26,108.17600000000002,43.415000000000006,29.836000000000002,24.490000000000002,22.016,10.629999999999999,180.5,0.56,1.498,0.7785
6,1992,Surguja,Chhattisgarh,351.2,694.0,943.0044517453798,578.1602956878851,127.98968377823408,158.27,0.34,92.72200000000001,39.305,30.268,25.005,21.992,10.715,33.334,0.005,1.4974,0.801
6,1993,Surguja,Chhattisgarh,352.9,791.0,858.873092402464,524.7847638603696,100.52215195071868,197.372,4.005,98.922,43.129999999999995,30.188,24.89,22.274,10.43,63.1,0.2,1.672,0.867
6,1994,Surguja,Chhattisgarh,361.5,1113.0,1415.8626283367557,584.5165503080082,89.34320328542094,309.08399999999995,0.12,111.096,42.084999999999994,29.759999999999998,24.82,21.562,10.84,161.46599999999998,0.0,1.4822,0.7915
6,1995,Surguja,Chhattisgarh,362.0,880.0,1411.7554004106778,582.2922381930184,89.46677618069815,204.74600000000004,3.15,95.16799999999999,44.545,30.610000000000003,25.22,22.451999999999998,11.690000000000001,77.97999999999999,0.155,1.9330000000000003,1.4185
6,1996,Surguja,Chhattisgarh,370.5,1056.0,1451.1123203285417,599.0688295687885,91.56751540041067,268.418,0.16,116.474,45.019999999999996,30.174,25.82,21.728,9.915,111.22999999999999,0.0,1.7434,0.7949999999999999
6,1997,Surguja,Chhattisgarh,369.4,809.0,1281.2339383983572,829.3978151950718,139.26455852156056,226.77399999999997,14.68,91.242,45.875,30.456000000000007,24.880000000000003,21.977999999999998,12.114999999999998,104.73200000000001,0.735,1.4142,0.7575000000000001
6,1998,Surguja,Chhattisgarh,305.4,645.0,1130.8955728952772,743.2696016427103,66.52326899383984,224.87399999999997,7.17,101.94800000000001,48.0,31.076,25.59,22.776000000000003,11.83,82.026,0.36,1.3134000000000001,0.7130000000000001
6,1999,Surguja,Chhattisgarh,310.4,1072.0,1356.148435318275,938.7719753593428,184.63382340862424,254.42200000000008,0.63,108.71200000000002,39.86,29.976,26.1,21.974,11.079999999999998,113.73800000000001,0.015,1.3578000000000001,0.696
6,2000,Surguja,Chhattisgarh,309.31,629.0,1738.7921987679672,1211.4535811088297,237.1080271047228,183.35600000000002,0.045,106.228,36.25,30.228,25.905,22.112,11.215,48.324,0.0,1.3320000000000003,0.652
6,2001,Surguja,Chhattisgarh,314.48,1307.0,2090.601048049281,1053.8631622176592,248.975172073922,263.3539999999999,0.99,107.42,40.78,29.895999999999997,26.35,22.226,11.715,121.96599999999998,0.055,1.2376,0.702
6,2002,Surguja,Chhattisgarh,311.11,710.0,1909.2060492813143,974.8028156057495,246.30712854209443,206.86999999999998,0.48000000000000004,93.374,41.980000000000004,30.477999999999998,25.995,22.71,11.745000000000001,76.78600000000002,0.0,1.2598,0.63
6,2003,Surguja,Chhattisgarh,314.17,1287.0,2220.1432681724846,858.0518143737166,189.50837618069815,228.054,1.5799999999999998,106.55999999999999,44.705,30.412,25.48,22.732000000000003,11.865,81.09400000000001,0.075,1.2477999999999998,0.615
